eloquence,"웅변, 능변, 감동시키는 힘, 웅변법, 수사법, 설득력"
hug,"포옹하다, 끌어안다, 딱 들러붙다, 껴안기, 포옹"
exposition,"설명, 해설, 전시회, 박람회"
raid,"습격, 급습, 현장 급습, 불법 침입, 급습하다"
manipulate,"조종하다, 다루다"
procure,"구하다, 입수하다, 매춘부를 알선하다"
spear,"창, 줄기, 찌르다, 작살로 잡다"
frank,"솔직한, 거리낌없는, 노골적인, 드러내놓는"
multitude,"아주 많은 수, 다수, 일반 대중, 군중"
snap,"툭 부러지다, 덥석 물다, 사진을 촬영하다, 스냅사진, 성급한"
nasal,"코의, 콧소리의, 비음의"
compliment,"칭찬, 찬사"
nasty,"끔찍한, 형편없는, 못된, 위험한, 험악한, 추잡한"
banner,"현수막, 플래카드"
enzyme,효소
flank,"측면, 옆구리, ~옆에 있다, 옆에 배치되다"
predecessor,"전임자, 이전 것"
optimism,"낙관론, 낙관주의"
genocide,집단 학살
integer,"정수, 완전체"
surround,"둘러싸다, 에워싸다, 포위하다"
swell,"붓다, 부풀다, 부어오르다, 불룩해지다, 증가하다, 더 커지다"
portable,"휴대가 쉬운, 휴대용의, 휴대용 제품"
condemn,"비난하다, 선고를 내리다, 부적격 판정을 내리다"
aristocracy,귀족
axe,"도끼, 해고, 폐쇄, 대폭 삭감하다, 해고하다, 자르다"
batch,"한 묶음, 집단, 일괄처리하다"
compel,"강요하다, ~하게 만들다, 자아내다"
worm,"벌레, 유충, 꿈틀거리며 나아가다, 기생충 약을 먹이다"
exhaust,"기진맥진하게 만들다, 고갈시키다, 철저히 다루다, 배기가스"
murmur,"속삭이다, 소곤거리다, 중얼거리다"
thigh,"넓적다리, 허벅지"
motif,"주제, 동기, 무늬, 문양"
superstition,미신
frost,"서리, 성에, 성에로 뒤덮다, 성에가 끼다, 당의를 입히다"
rash,"발진, 많음, 경솔한, 성급한"
dome,"돔, 반구형 지붕, 반구형 모양의 것"
freeze,"얼다, 얼리다, 냉동하다, 동결하다, 동결, 한파, 금지"
reproach,"비난, 책망, 나무람, 치욕, 창피, 비난하다, 자책하다"
butt,"들이받다, 뭉툭한 끝 부분, 꽁초, 엉덩이"
gasoline,휘발유
contingency,"만일의 사태, 우발 사건"
overt,"명백한, 공공연한"
modulation,"조절, 가감, 변화, 변조"
forensic,"법의학적인, 범죄 과학 수사의, 법정의, 재판에 관한"
troop,"병력, 군대, 부대, 무리를 지어 걸어가다"
terrace,"테라스, 계단식 관람석, 계단식 논"
adversary,"상대방, 적수"
boost,"복돋우다, 신장시키다, 격려, 힘, 부양액"
stature,"지명도, 위상, 키"
pathetic,"불쌍한, 애처로운, 한심한, 무기력한"
abide,"~이라면 질색을 하다, ~을 못 견디다, 머무르다, 깃들이다"
partisan,"편파적인, 열렬한 지지자, 게릴라"
abrupt,"돌연한, 갑작스런, 퉁명스러운"
adhere,"들러붙다, 부착되다"
coffin,관
terminate,"끝나다, 종료되다, 끝내다, 종점에 닿다"
pasture,"초원, 목초지, 환경, 풀밭에 내어놓다"
salient,"현저한, 두드러진, 돌출부"
boast,"뽐내다, 자랑하다, 뽐냄, 자랑"
garbage,"쓰레기, 쓰레기장, 말도 안되는 것"
deplete,"고갈시키다, 다 써버리다, 비우다"
parcel,"소포, 꾸러미, 구획"
franchise,"가맹점, 독점 판매권, 체인점, 선거권, 독점 판매권을 주다"
lineage,"혈통, 계통"
pioneer,"개척자, 개척하다"
interrupt,"방해하다, 가로막다, 중단시키다, 차단하다"
mold,"거푸집, 틀, 곰팡이, 만들다, 강한 영향을 주다, 꼭 맞다"
cue,"신호, 큐, 채, 신호를 주다"
devoid,~이 전혀 없는
graft,"접목, 힘든 일, 뇌물 수수, 이식하다, 접목하다, 접붙이기를 하다"
chimney,굴뚝
trash,"쓰레기, 부수다, 엉망으로 만들다, 맹비난하다, 버리다"
sack,"자루, 봉지, 해고, 퇴출, 약탈, 파면하다, 약탈을 하다"
nowadays,요즘에는
dialect,"방언, 사투리"
pilgrimage,"순례, 성지 참배, 순례"
whale,"고래, 맹렬히 공격하다, 강타하다"
physiology,"생리학, 생리"
catastrophe,"참사, 재앙, 곤란"
allusion,암시
hymn,"찬송가, 찬가"
brute,"짐승, 볼품없는 것, 신체적인 힘에만 의존하는, 외면할 수 없는"
scripture,"성서, 경전"
pillar,"기둥, 대들보, 기본적인 부분"
crimson,진홍색
outfit,"옷, 팀, 갖추어주다"
linguistic,언어의
jewelry,"보석류, 장신구"
heathen,"비종교인, 이교도, 교양 없는 사람, 야만인, 비종교인의"
sour,"신, 시큼한, 상한, 심술궃은, 안 좋아지다, 상하다"
assent,"찬성, 승인, 찬성하다"
dire,"대단히 심각한, 엄청난, 지독한, 몹시 나쁜, 끔찍한"
feudal,"봉건적인, 봉건제도의"
petroleum,석유
avenue,"거리, ~가, 길, 방안"
flourish,"번창하다, 흔들어 대다, 과장된 동작, 인상적인 방식"
cruise,"유람선 여행, 유람선을 타고 다니다, 순항하다, 수월히 이기다"
feather,"털, 깃털"
interim,"중간의, 임시의, 잠정적인"
reckless,"무모한, 신중하지 못한, 난폭한"
greed,"탐욕, 식탐"
fake,"가짜의, 거짓된, 모조의, 모조품, 사기꾼, 위조하다"
delete,"삭제하다, 지우다"
weed,"잡초, 수초, 마리화나, 허약한 자, 잡초를 뽑다"
intricate,복잡한
poll,"여론조사, 선거, 투표, 득표하다, 여론조사를 하다"
slot,"구멍, 홈, 자리, 끼워 넣다"
blond,"금발인, 블론드의, 흰, 금발"
dusk,"황혼, 땅거미, 해 질 녘"
treason,"반역죄, 배신"
odor,"냄새, 악취, 기미, 낌새, 평판, 명성"
terrestrial,"육생의, 지구의, 지상파를 이용하는"
cellar,지하 저장고
prudence,"신중, 사려분별, 조심, 빈틈없음, 검약, 절약, 타산"
dive,"뛰어들다, 잠수하다, 급강하하다, 급락하다, 다이빙"
westward,"서쪽으로 향하는, 서쪽의, 서부의, 서부"
weep,"울다, 눈물을 흘리다, 진물이 흐르다, 울기"
ingenious,"기발한, 재간이 많은, 독창적인"
thrill,"황홀감, 흥분, 설렘, 전율, 열광시키다, 황홀하게 만들다"
glare,"노려보다, 환하다, 환한 빛, 노려봄"
turbulent,"격동의, 격변의, 사나운, 요동을 치는, 난기류의, 사납게 날뛰는"
surge,"밀려들다, 휩싸다, 급등하다, 급증, 급등"
erotic,"에로틱한, 성적인, 성애의"
sponsor,"광고주, 후원 업제, 후원자, 보증인, 후원하다, 주관하다"
cardinal,"추기경, 홍관조, 진홍색, 가장 중요한"
bonus,"보너스, 상여금, 뜻밖의 즐거움"
rack,"받침대, 고문대, 괴롭히다"
celebrity,"유명 인사, 명성"
embryo,배아
toast,"토스트, 건배, 많은 찬사를 받는 사람, 건배하다, 굽다"
flap,"덮개, 펄럭거림, 논란, 퍼덕거리다, 안달하다"
inhibit,"억제하다, 제약을 가하다"
cohesion,"화합, 결합, 응집력"
disciple,"제자, 신봉자"
battalion,"대대, 부대"
pamphlet,"팸플릿, 소책자"
grocery,"식료품 잡화점, 식료품 및 잡화"
betray,"넘겨주다, 저버리다, 무심코 노출시키다"
laundry,"세탁물, 세탁일"
hood,"두건, 모자, 복면, 덮개, 두건으로 가리우다, 눈가림하다"
doll,인형
epoch,"시대, 신기원"
recruit,"모집하다, 뽑다, 설득하다, 꾸리다, 신병, 새로운 구성원"
injunction,"명령, 경고"
nut,"견과, 너트, 암나사, ~광"
deceive,"속이다, 기만하다, 현혹하다"
antique,"골동품인, 골동품"
ancestor,"조상, 선조, 원형"
dissolve,"녹다, 녹이다, 용해되다, 끝내다, 사라지다"
calf,"종아리, 송아지, 새끼"
accumulate,"모으다, 축적하다, 늘어나다"
plaster,"석고 반죽, 일회용 반창고, 회반죽을 바르다, 바르다"
contemplate,"고려하다, 생각하다, 심사숙고하다, 응시하다, 바라보다"
trench,"도랑, 해자, 참호, 해구"
squeeze,"짜다, 짜내다, 밀어 넣다, 쥐어짜다, 짜기, 빽빽한 상태"
sage,"현자, 현명한"
clip,"핀, 클립, 깎음, 때림, 클립으로 고정시키다, 깎다, 스치다"
reflex,"반사작용, 반사적인 반응, 반사된"
dispose,"배치하다, ~의 경향을 갖게 하다, 없애다"
hideous,"흉측한, 흉물스러운, 끔찍한"
meadow,"목초지, 초원"
impending,"곧 닥칠, 임박한"
fade,"바래다, 희미해지다, 서서히 사라지다, 시들해지다"
cite,"들다, 끌어대다, 인용하다, 소환하다, 표창하다"
flip,"홱 뒤집다, 탁 누르다, 툭 던지다, 공중제비, 획획 넘겨봄"
venerable,"공경할 만한, 덕망있는, 유서 깊은"
stubborn,"완고한, 고집스러운, 완강한, 없애기 힘든, 고질적인"
dye,"염색하다, 염료, 염색체"
nausea,"욕지기, 메스꺼움"
protein,단백질
aggregation,"집합, 집적, 집합체, 집단"
ballot,"무기명 투표, 투표용지, 총 투표수, 무기명 투표를 실시하다"
arid,"매우 건조한, 무미건조한, 새로운 게 없는"
melancholy,"우울감, 비애"
autobiography,자서전
bury,"묻다, 매장하다, 숨기다, 감추다"
gastric,위의
riot,"폭동, 모임, 아주 재미있는 사람, 폭동을 일으키다"
assemble,"모으다, 집합시키다, 조립하다"
complexion,"안색, 양상"
onion,양파
creep,"살금살금 움직이다, 기다, 타고 오르다, 너무 싫은 사람"
benevolent,"자애로운, 친절한"
climax,"클라이맥스, 오르가즘, 절정에 이르다, 오르가즘을 느끼다"
invoke,"적용하다, 행사하다, 들다, 기원하다, 호소하다"
concession,"양보, 인정, 할인, 권리, 영업권"
entrepreneur,기업가
cache,"은닉처, 저장하다, 저장소"
tiger,호랑이
wipe,"닦다, 지워버리다, 지우다, 닦기, 물수건"
spoon,"숟가락, 스푼, 숟가락으로 떠서 옮기다"
mound,"흙더미, 언덕, 많은 양, 마운드"
bachelor,"미혼남, 독신남, 학사 학위 소지자, 대학 졸업자"
syllable,"음절, 한 마디"
dismay,"실망, 경악, 경악하게 만들다, 크게 실망시키다"
indulge,"탐닉하다, 제멋대로 하게 하다, 충족시키다, 가담하다"
prairie,"대초원, 평원"
massage,"안마, 안마를 하다, 문지르다, 조작하다"
acoustic,"청각의, 소리의"
hinder,"저해하다, ~을 못하게 하다"
parlor,"응접실, 객실, 거실, 특별 휴게실, 객실의, 말뿐인"
stark,"삭막한, 황량한, 냉혹한, 극명한"
sterile,"불임의, 살균한, 아무 소득 없는, 개성이 부족한, 척박한"
predicate,"근거를 두다, 입각하다, 단정하다"
spoil,"망치다, 못쓰게 만들다, 버릇없게 키우다, 상하다"
trim,"다듬다, 잘라내다, 장식하다, 다듬기"
telescope,"망원경, 짧아지다, 단축하다"
myriad,"무수함, 무수히 많음"
dissent,"반대, 반대 의견, 반대하다"
pneumonia,폐렴
mast,"돛대, 안테나 기둥, 깃대"
clash,"충돌, 언쟁, 겹침, 부조화, 맞붙다, 언쟁을 벌이다, 겹치다"
tutor,"가정교사, 강사, 교본, 개인 교습을 하다, 학생 지도를 하다"
tendon,힘줄
desktop,"탁상용의, 탁상용 컴퓨터"
restrain,"저지하다, 억누르다, 참다, 억제하다"
demise,"종말, 죽음, 사망, 양도하다, 임대하다"
capillary,"모세혈관, 모세관 현상의"
pore,"구멍, 모공, 심사숙고하다, 숙독하다"
rally,"집회, 경주, 랠리, 결집하다, 회복되다"
mat,"매트, 깔개"
tuition,"수업료, 등록금, 수업, 교습"
tedious,"지루한, 싫증나는"
forbid,"금하다, 어렵게 하다, 용납하지 않다"
lantern,"랜턴, 손전등"
superb,"최고의, 최상의, 대단히 훌륭한"
writ,영장
slim,"날씬한, 호리호리한, 얇은, 빈약한, 보잘것없는, 살을 빼려 하다"
furtile,"헛된, 소용없는"
alley,"골목, 통로"
rub,"문지르다, 비비다, 쓰다듬다, 바르다"
extravagant,"낭비하는, 낭비벽이 있는, 사치스러운, 화려한, 과장된"
diligence,"근면, 성실"
suffrage,"투표권, 선거권, 참정권"
hardship,"어려움, 곤란"
chord,화음
kit,"조립용품 세트, 세트"
goodwill,"친선, 호의, 영업권"
plateau,"고원, 안정기, 정체기, 안정 상태를 유지하다"
queue,"줄, 대기 행렬, 줄을 서서 기다리다"
pyramid,"피라미드, 각뿔, 피라미드식 조직"
magnet,"자석, 자철, ~을 끄는 사람"
delegate,"대표자, 위임하다, 뽑다"
bizarre,"기이한, 괴상한, 특이한"
shrink,"줄어들다, 움츠러들다"
litter,"쓰레기, 어질러져 있는 것들, 흐트러져 어지럽히다, 버리다"
embassy,"대사관, 대사관 건물"
manure,"거름, 천연비료, 거름을 주다"
dip,"살짝 담그다, 내려가다, 하락, 감소"
homage,"경의, 존경의 표시"
wilt,"시들다, 지치다"
airline,"항공사, 정기 항공"
glue,"접착제, 붙이다"
amiable,"쾌활한, 정감 있는"
coral,"산호, 산호색의"
fringe,"앞머리, 띠 모양의 것, 주변부, 비주류, 둘레를 형성하다"
extant,"현존하는, 잔존하는"
hereby,"~에 의하여, 이로써"
bicycle,"자전거, 자전거로 가다"
peninsula,반도
womb,자궁
precursor,선도자
pseudo,"가짜의, 모조의"
desolate,"황량한, 적막한, 너무나 외로운, 고적한, 고적하게 만들다"
aisle,"통로, 복도"
charcoal,"숯, 목탄, 암회색, 짙은 회색"
auxiliary,"보조의, 예비의, 조동사, 보조원"
bondage,"속박, 신체 결박"
submarine,"잠수함, 바닷속의, 해양의, 해저의"
curb,"억제하다, 제한하는 것"
bean,"콩, 머리를 때리다"
soccer,축구
provoke,"유발하다, 화나게 하다, 도발하다"
aerial,"안테나, 항공기에 의한, 공중의, 대기의"
biopsy,"생체검사, 생체검사를 하다"
verge,"가장자리, 변두리, 맨 끝, 경계를 이루다, 기울다, 해가 지다"
vine,"포도나무, 덩굴식물"
dictate,"받아쓰게 하다, 구술하다, 지시하다, 좌우하다, 명령"
plight,"역경, 곤경"
earl,백작
embarrass,"당황스럽게 만들다, 곤란하게 만들다"
hen,"암탉, 암컷"
paramount,"다른 무엇보다 중요한, 최고의"
hegemony,"주도권, 패권"
timid,"소심한, 용기가 없는"
tolerant,"관대한, 아량있는, 내성이 있는, 잘 견디는"
reminiscent,"생각나게 하는, 연상시키는, 추억에 잠긴 듯한"
commence,시작되다
ordinance,"법령, 조례"
diameter,"지름, 배율"
morale,"사기, 의욕"
designate,"지정하다, 지적하다"
torch,"손전등, 횃불, 성화, 방화하다"
withstand,"견뎌내다, 이겨내다"
rocket,"로켓, 폭죽, 치솟다, 급증하다, 로켓처럼 가다, 돌진하다"
equilibrium,"평형, 균형, 평정"
ensemble,"합주단, 앙상블"
memorandum,"메모, 각서, 제안서, 보고서"
turmoil,"혼란, 소란"
expedient,"처방, 방책, 편리한, 편의 주의적인"
textile,"직물, 옷감, 섬유산업"
incumbent,"현직의, 재임 중인, 해야 하는, 재임자"
congenital,"선천적인, 성격상의"
infamous,"악명 높은, 오명이 난"
lumber,"목재, 잡동사니, 느릿느릿 움직이다, 떠맡기다"
germ,"세균, 미생물, 기원, 싹, 배아"
tread,"디디다, 밟다, 밟아서 뭉개다, 걸음걸이, 발소리, 디딤판"
terrific,"아주 좋은, 멋진, 훌륭한, 엄청난"
faction,"파벌, 파당, 파벌 싸움, 알력, 팩션"
diversion,"바꾸기, 주의를 딴 데로 돌리게 하는 것"
opium,아편
penis,"음경, 남근"
champagne,샴페인
bait,"미끼, 미끼를 놓다"
lever,"레버, 지렛대, 수단"
scar,"흉터, 마음의 상처, 우뚝 솟은 바위, 흉터를 남기다"
entail,수반하다
bypass,"우회 도로, 혈관 우회, 우회하다, 건너뛰다"
archive,"기록 보관소, 보관하다"
resign,"사직하다, 사임하다, 물러나다"
oval,계란형의 타원형의
passport,"여권, 열쇠"
perfume,"향수, 향기, 향기를 풍기다, 향기롭게 하다, 뿌리다"
blunt,"무딘, 뭉툭한, 직설적인, 둔화시키다"
harness,"마구를 채우다, 이용하다, 마구, 벨트"
manifold,"많은, 여러 가지의"
catalog,"목록, 일련의 것, 목록을 만들다"
anesthesia,"마취, 무감각증"
sturdy,"튼튼한, 견고한, 건장한, 확고한, 단호한"
squad,"반, 선수단, 분대, 소집단"
gum,"잇몸, 고무진, 풀, 풀칠을 하다, 붙이다"
canopy,"덮개, 지붕 모양으로 우거진 것"
precipitate,"촉발시키다, 치닫게 하다, 느닷없는"
dough,밀가루 반죽
stray,"길을 잃은, 주인이 없는, 한쪽으로 샌, 빗나간, 바람을 피우다"
concurrent,"동시 발생의, 공존하는"
eccentric,"괴짜인, 별난, 기이한"
luggage,"짐, 수하물, 가방"
tub,"통로, 복도"
scrap,"조각, 조금, 남은 음식, 폐품, 다툼, 폐기하다, 다투다"
diagonal,"사선의, 대각선의, 대각선"
sue,"고소하다, 소송을 제기하다, 청구하다"
refrigerator,냉장고
semester,학기
tan,"햇볕에 타다, 무두질하다, 황갈색, 썬탠"
wary,"조심하는, 신중한, 경계하는"
repertoire,"레퍼토리, 연주 목록, 모든 것"
alloy,"합금, 합금하다"
cube,"정육면체, 깍둑썰기한 것, 세제곱, 세제곱하다"
